brand,model,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,Engine_Displacement
Ford,Bronco Sport Big Bend,31729.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,Automatic,other,other,At least 1 accident or damage reported,Yes,29614.0,3,3.8
Kia,Sportage LX,100730.0,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,6975.0,15,5.7
Bentley,Bentayga Speed,15109.0,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,Automatic,other,other,None reported,No,162950.0,4,3.2
BMW,X6 M Base,10376.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,other,black,None reported,No,98900.0,2,5.3
Jeep,Wrangler Unlimited Sport,77634.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,other,black,None reported,No,24590.0,11,5.7
Bentley,Bentayga Azure First Edition,1335.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,other,other,None reported,Yes,272950.0,1,6.2
MINI,Cooper S Clubman Base,137600.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,other,black,None reported,Yes,6880.0,15,3.5
Lamborghini,Huracan LP580-2S,17175.0,Gasoline,5.2L V10 40V GDI DOHC,Other,other,other,None reported,No,234900.0,5,3.6
Toyota,Camry LE,108000.0,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,other,gray,None reported,Yes,7850.0,19,6.2
Porsche,Panamera 4 Platinum Edition,10627.0,Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control",Automatic,other,black,None reported,No,99000.0,2,6.7
Subaru,Outback 3.0 R VDC Limited,107000.0,Gasoline,250.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,7100.0,19,6.7
Jeep,Grand Cherokee L Limited,25968.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,other,black,None reported,No,38405.0,3,6.2
GMC,Acadia SLE,30426.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic,other,black,None reported,No,29645.0,4,3.683781266631186
Lincoln,Navigator Base,149000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,10099.0,16,2.0
Chevrolet,Suburban 1500 LT,169500.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,other,brown,None reported,Yes,15000.0,10,7.3
Maserati,Quattroporte Modena Q4,8603.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,other,other,None reported,No,125900.0,1,3.0
Nissan,Rogue S,21212.0,Gasoline,1.5L I3 12V GDI DOHC Turbo,CVT,other,other,None reported,No,28906.0,2,5.0
Toyota,Highlander Base,231581.0,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,4300.0,23,5.3
RAM,1500 Laramie,34121.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,other,black,None reported,No,48190.0,2,5.5
GMC,Acadia SLT-1,119000.0,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,other,brown,None reported,Yes,12500.0,8,6.2
Porsche,Macan Base,36798.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Other,other,black,At least 1 accident or damage reported,Yes,49500.0,6,3.683781266631186
Nissan,Rogue SL,97726.0,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Other,other,other,At least 1 accident or damage reported,No,15998.0,8,5.7
Kia,Telluride EX,14676.0,Gasoline,3.8L V6 24V GDI DOHC,Automatic,other,gray,None reported,No,46787.0,2,3.5
Ford,Thunderbird Premium,82000.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,other,white,None reported,Yes,14900.0,19,3.683781266631186
Maserati,GranTurismo Sport,32000.0,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,other,brown,None reported,Yes,36000.0,9,3.0
Cadillac,Escalade Premium Luxury Platinum,72843.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,other,other,None reported,Yes,79990.0,3,3.5
Ford,Expedition Limited,29830.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,other,other,None reported,No,55329.0,3,2.4
Lexus,RX 450h F SPORT Handling,31365.0,Hybrid,3.5 Liter DOHC,Other,other,red,None reported,No,52998.0,3,3.4
Ford,F-250 XLT,52246.0,Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,Manual,other,other,None reported,Yes,26095.0,14,3.6
Lincoln,Navigator Reserve,44741.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,52999.0,5,6.0
Buick,Lucerne CXL,110000.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,5000.0,18,3.683781266631186
Audi,A5 2.0T Premium,67035.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,other,brown,At least 1 accident or damage reported,Yes,31500.0,6,4.7
Toyota,bZ4X Limited,6548.0,Electric,Electric,Automatic,other,black,None reported,No,41999.0,1,6.4
Maserati,Levante Modena,5409.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,other,black,None reported,Yes,88950.0,1,1.6
Cadillac,Escalade ESV Premium Luxury,74150.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,other,brown,None reported,Yes,45000.0,6,3.8
Toyota,Sequoia Limited,183000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,16000.0,13,2.4
Jaguar,F-PACE 30t R-Sport,34365.0,Gasoline,2.0 Liter,Automatic,other,other,None reported,No,59598.0,5,2.5
Jeep,Wrangler X,116157.0,Gasoline,210.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,14250.0,21,4.0
Ferrari,488 GTB Base,17761.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,Other,other,other,None reported,No,243900.0,6,2.0
Ford,Excursion Limited,67550.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,other,other,None reported,Yes,30000.0,21,6.4
Ford,Excursion Limited,170000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,8500.0,20,3.3
Audi,Q8 3.0T Prestige,54900.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,other,black,At least 1 accident or damage reported,Yes,48500.0,5,3.6
Toyota,Camry LE,86111.0,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,3500.0,25,5.0
Buick,Enclave Premium,139105.0,Gasoline,3.6L V6 24V GDI DOHC,Other,other,other,At least 1 accident or damage reported,Yes,17550.0,7,3.5
Hyundai,Genesis 3.8,98700.0,Gasoline,290.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,10340.0,14,2.5
Jeep,Grand Cherokee Altitude,35289.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,other,black,None reported,No,35470.0,4,5.3
Jaguar,F-PACE S,35580.0,Gasoline,3.0 Liter,Automatic,other,other,None reported,No,46998.0,4,2.0
INFINITI,G35 Base,130000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,7500.0,20,3.0
Hyundai,Santa Fe SE,13610.0,Gasoline,2.5L I4 16V PDI DOHC,Automatic,other,black,None reported,No,27450.0,2,3.683781266631186
Ford,Expedition Timberline,8911.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,other,black,At least 1 accident or damage reported,Yes,77430.0,1,2.0
Dodge,Durango GT,20386.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,other,black,None reported,No,32999.0,3,3.4
Ford,Excursion Limited,76163.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,other,other,None reported,Yes,20500.0,20,5.4
INFINITI,Q50 3.0t Red Sport 400,23344.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,other,white,None reported,No,36999.0,4,3.683781266631186
MINI,Cooper Base,58000.0,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,8000.0,14,4.4
Cadillac,Escalade ESV Platinum,134000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,other,brown,None reported,Yes,32999.0,7,5.0
Ford,Expedition Timberline,30301.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,other,other,None reported,Yes,68420.0,2,2.4
Chevrolet,Tahoe LTZ,177000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,other,other,At least 1 accident or damage reported,Yes,10750.0,17,3.7
Lexus,RX 450h F Sport,43671.0,Hybrid,3.5L V6 24V PDI DOHC Hybrid,CVT,other,red,None reported,No,44950.0,5,3.5
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,128000.0,Gasoline,353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,23500.0,16,3.8
Cadillac,CTS 3.6L Luxury,54259.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,black,None reported,Yes,19425.0,9,3.5
Cadillac,XT5 Luxury,44692.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,other,None reported,No,32368.0,5,3.6
Land,Rover Range Rover HSE,102800.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,other,brown,None reported,Yes,16000.0,12,3.3
Cadillac,CT6 Luxury,22187.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,other,At least 1 accident or damage reported,Yes,45480.0,4,3.5
Buick,Enclave 1XL,170000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,4000.0,13,3.6
Hummer,H2 Base,149961.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,12500.0,21,3.0
Lamborghini,Aventador LP700-4,3254.0,Gasoline,6.5L V12 48V MPFI DOHC,Other,other,other,None reported,No,399900.0,8,6.0
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,8074.0,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,Automatic,other,black,None reported,No,76700.0,5,4.0
Mercedes-Benz,AMG GLC 43 AMG GLC 43,10483.0,Gasoline,3.0 Liter Twin Turbo,Automatic,other,black,None reported,No,60998.0,3,1.8
Hummer,H2 Base,109000.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,17500.0,21,3.0
Nissan,Frontier SV,96600.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,other,black,At least 1 accident or damage reported,Yes,17000.0,12,3.7
Cadillac,STS V6,96000.0,Gasoline,260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,other,brown,At least 1 accident or damage reported,Yes,4999.0,19,3.683781266631186
RAM,1500 Big Horn,25396.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,other,black,None reported,Yes,43250.0,4,3.7
Ford,F-250 Platinum,22000.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,other,black,At least 1 accident or damage reported,Yes,53000.0,7,3.683781266631186
Toyota,Highlander XLE,8727.0,Gasoline,2.4L I4 16V PDI DOHC Turbo,Automatic,other,black,None reported,No,44596.0,1,3.0
Lamborghini,Urus Base,20069.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,other,other,None reported,No,229900.0,3,4.0
Toyota,Avalon Limited,111300.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,7900.0,16,3.683781266631186
BMW,335 i,123000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,15000.0,15,5.8
Bentley,Continental GT V8 First Edition,27404.0,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,other,other,None reported,No,199991.0,4,4.0
Jeep,Grand Cherokee Limited,47500.0,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,31000.0,4,2.5
Toyota,FJ Cruiser Base,92000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,27500.0,10,3.5
Nissan,Murano SV,23677.0,Gasoline,3.5L V6 24V MPFI DOHC,CVT,other,other,None reported,No,29510.0,3,3.2
Bentley,Continental GT GT Speed,1919.0,Gasoline,12 Cylinder Engine,Automatic,other,other,None reported,No,289991.0,2,1.8
Hummer,H3 Base,153692.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,9995.0,17,3.5
Toyota,Tundra SR,74000.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,other,black,At least 1 accident or damage reported,Yes,38000.0,6,3.6
Kia,Telluride SX,26716.0,Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,other,black,None reported,No,47541.0,2,3.0
Ford,Ranger XLT,115402.0,E85 Flex Fuel,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Automatic,other,other,None reported,Yes,8000.0,25,6.7
Porsche,911 R,12454.0,Gasoline,500.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,other,black,None reported,Yes,210000.0,8,3.0
Chevrolet,Silverado 1500 High Country,88161.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,other,black,At least 1 accident or damage reported,Yes,48889.0,4,3.6
Chevrolet,Silverado 1500 LTZ,62257.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,other,other,None reported,No,42590.0,3,6.0
Lexus,RX 350 F Sport Performance,43277.0,Gasoline,3.5L V6 24V PDI DOHC,Automatic,other,black,None reported,No,43599.0,4,3.683781266631186
Ferrari,GTC4Lusso T,8870.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,Automatic,other,black,None reported,Yes,215000.0,5,6.2
Chevrolet,Silverado 1500 RST,5006.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,other,black,None reported,No,59590.0,1,3.0
Buick,Enclave Avenir,31181.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,other,At least 1 accident or damage reported,Yes,42442.0,3,2.0
Lamborghini,Huracan EVO Base,6246.0,Gasoline,5.2L V10 40V GDI DOHC,Other,other,other,None reported,Yes,267950.0,4,6.0
Nissan,Altima 2.5 SV,22295.0,Gasoline,2.5L I4 16V GDI DOHC,CVT,other,gray,None reported,No,23599.0,4,5.0
Bentley,Continental GT V8,33000.0,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,188500.0,4,4.4
GMC,Acadia Denali,18083.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,black,None reported,Yes,43999.0,3,5.3
Dodge,Charger R/T Scat Pack,19000.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,other,gray,None reported,Yes,44888.0,6,5.4
Lamborghini,Urus Pearl Capsule,3771.0,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,other,other,None reported,No,259991.0,3,5.7
Jeep,Wrangler Sport,11756.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,other,black,At least 1 accident or damage reported,No,33400.0,3,5.7
Land,Rover Range Rover P530 SE,1869.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,other,other,None reported,Yes,164725.0,1,1.0
Mercedes-Benz,E-Class E500,153460.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,5800.0,19,5.7
Mercedes-Benz,SL-Class SL500 Roadster,26190.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,22000.0,21,6.0
RAM,2500 Big Horn,27839.0,Gasoline,6.4L V8 16V MPFI OHV,Other,other,black,None reported,Yes,41688.0,6,4.4
Buick,Enclave Avenir,121521.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,other,None reported,Yes,26772.0,5,4.2
Jeep,Liberty Renegade,144770.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,6500.0,20,2.0
Ford,Excursion Limited Ultimate,137000.0,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,Automatic,other,other,None reported,Yes,15000.0,22,2.0
Chevrolet,Suburban LTZ,135484.0,Gasoline,5.3L V8 16V GDI OHV,Other,other,other,None reported,No,29748.0,8,4.7
Honda,Odyssey LX,185000.0,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,8900.0,13,2.0
Chevrolet,Equinox Premier w/2LZ,51133.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,other,black,At least 1 accident or damage reported,No,25800.0,4,3.5
Jeep,Grand Cherokee Limited,91677.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,other,black,None reported,No,26816.0,6,3.8
Porsche,911 Carrera 4 GTS,1518.0,Gasoline,473.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,other,brown,None reported,Yes,194965.0,1,2.0
Ford,Expedition Max XLT,67072.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,38500.0,4,2.4
Ford,Ranger XLT SuperCab,192100.0,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,6450.0,22,3.5
Chevrolet,Suburban High Country,59528.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,other,black,None reported,Yes,68995.0,3,1.5
Lexus,RX 350 F SPORT Appearance,28262.0,Gasoline,3.5 Liter,Automatic,other,black,None reported,No,49998.0,3,4.6
BMW,530 i xDrive,23195.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,other,black,None reported,No,38900.0,4,2.0
Jeep,Grand Cherokee Laredo,118000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,other,black,At least 1 accident or damage reported,Yes,12500.0,13,4.3
RAM,1500 Laramie,16184.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,other,black,None reported,No,46999.0,2,3.0
Mercedes-Benz,G 550 4x4 Squared Base,14381.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,other,black,None reported,No,204900.0,6,5.6
Lincoln,Corsair Standard,4520.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,38500.0,2,3.8
Lexus,SC 300 Base,165000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,8700.0,26,5.3
Lincoln,Navigator L Reserve,49131.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,other,black,None reported,No,55460.0,5,5.0
Lexus,RX 350 Base,5040.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,48900.0,3,2.0
Buick,Enclave Premium,134655.0,Gasoline,3.6L V6 24V GDI DOHC,Other,other,other,None reported,Yes,18051.0,8,3.0
Buick,Encore GX Essence,35569.0,Gasoline,1.3L I3 12V MPFI DOHC Turbo,CVT,other,other,None reported,No,21999.0,4,3.6
Jeep,Wrangler Sahara,78000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,other,black,At least 1 accident or damage reported,Yes,22000.0,12,5.6
Porsche,Macan GTS,6483.0,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,Other,other,black,None reported,No,96900.0,1,6.4
Ford,F-150 XLT SuperCab,187000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,6299.0,20,3.0
GMC,Sierra 2500 AT4,22600.0,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,other,black,None reported,No,76740.0,2,2.0
GMC,Acadia Denali,47907.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,black,None reported,Yes,38436.0,3,6.2
Jeep,Wrangler Sport,109646.0,Gasoline,3.8L V6 12V MPFI OHV,Automatic,other,black,None reported,No,16998.0,13,5.2
Jeep,Grand Cherokee L Laredo,23588.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,other,black,None reported,No,38633.0,3,6.4
Jeep,Wrangler Unlimited Sahara,61830.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,other,black,At least 1 accident or damage reported,No,39860.0,4,3.4
Chevrolet,Caprice Classic Base,60000.0,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,other,gray,None reported,No,18500.0,28,6.0
INFINITI,QX60 AUTOGRAPH,6000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Other,other,brown,None reported,Yes,57999.0,2,4.6
Ford,F-150 Platinum,60660.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,black,At least 1 accident or damage reported,Yes,46900.0,6,4.0
Cadillac,DTS Luxury,130000.0,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,3499.0,17,2.0
Mercedes-Benz,GLC 300 Base,42717.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,33500.0,4,2.0
Jeep,Wrangler SE,92000.0,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,other,black,None reported,Yes,12500.0,21,4.4
Porsche,Cayenne Turbo GT,1766.0,Gasoline,4.0L,Automatic,other,black,None reported,No,209995.0,2,3.0
MINI,Cooper S Base,118000.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,3600.0,17,6.2
Volkswagen,Touareg TDI Lux,15167.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,other,black,None reported,Yes,35000.0,9,6.2
Jeep,Grand Wagoneer Base,3752.0,Gasoline,6.4L V8 16V MPFI OHV,Automatic,other,black,None reported,Yes,84620.0,1,2.0
Buick,Envision Preferred,20104.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,other,other,None reported,Yes,33295.0,3,4.4
Buick,Envision Essence,28548.0,Gasoline,2.5L I4 16V GDI DOHC,Other,other,other,None reported,No,32063.0,4,3.0
Jeep,Wrangler Unlimited Sahara,76313.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,other,black,None reported,Yes,35234.0,4,2.0
Jeep,Wrangler Sport,122945.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,other,brown,None reported,Yes,13900.0,24,3.5
Lexus,RX 350 Base,103866.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,24700.0,7,4.0
Chevrolet,Suburban Premier,84224.0,Gasoline,5.3L V8 16V GDI OHV,Other,other,black,None reported,Yes,43775.0,6,2.4
Dodge,Durango SLT,143000.0,Gasoline,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,3200.0,20,1.5
Chevrolet,Impala Base,64500.0,Gasoline,180.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,5900.0,20,2.0
Ford,Escape SE,71924.0,Gasoline,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,other,other,None reported,Yes,13700.0,7,2.0
Lamborghini,Huracan EVO Coupe,5718.0,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,other,other,None reported,No,279991.0,3,2.5
Alfa,Romeo Giulia Ti,23339.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,Automatic,other,black,None reported,No,34645.0,4,2.7
Mercedes-Benz,GLC 300 GLC 300,14745.0,Gasoline,2.0 Liter Turbo,Automatic,other,black,None reported,No,38998.0,3,4.0
Buick,Regal Turbo - Premium 1,190000.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,other,other,At least 1 accident or damage reported,Yes,6000.0,12,2.3
Ford,Explorer XLT,42609.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,other,other,At least 1 accident or damage reported,Yes,32107.0,4,3.0
Chevrolet,Colorado ZR2,24915.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,other,black,None reported,No,44791.0,3,5.3
Buick,LaCrosse Leather,19079.0,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,other,other,None reported,Yes,15995.0,12,6.4
Cadillac,Escalade Premium,113395.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,other,other,At least 1 accident or damage reported,Yes,18800.0,11,3.683781266631186
Land,Rover Range Rover Autobiography,1148.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,other,other,None reported,No,193063.0,1,3.5
Jeep,Wrangler Unlimited Sport,67499.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Manual,other,black,None reported,Yes,27500.0,8,3.6
Toyota,4Runner TRD Pro,35048.0,Gasoline,4.0L V6 24V MPFI DOHC,Automatic,other,black,None reported,No,52590.0,3,2.0
BMW,M240 i xDrive,2010.0,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,other,black,None reported,Yes,55000.0,2,4.0
Porsche,Cayenne Turbo,39611.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,other,black,None reported,No,89900.0,4,4.4
Bentley,Continental GT Speed,714.0,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,Automatic,other,other,None reported,Yes,349950.0,1,6.2
Jeep,New Compass Trailhawk,119000.0,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,red,black,None reported,Yes,15900.0,7,3.0
Lucid,Air Grand Touring,3552.0,Electric,536.0HP Electric Motor Electric Fuel System,Automatic,red,other,None reported,Yes,119999.0,2,3.0
Audi,R8 5.2 V10,8940.0,Gasoline,5.2L V10 40V PDI DOHC,Other,red,black,None reported,No,144900.0,6,2.4
Lucid,Air Grand Touring,4900.0,Electric,536.0HP Electric Motor Electric Fuel System,Automatic,red,black,None reported,Yes,99000.0,2,4.7
Jaguar,XF 35t R-Sport,48000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,red,black,At least 1 accident or damage reported,Yes,30000.0,7,3.683781266631186
Mercedes-Benz,SLC 300 Base,33000.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,red,black,At least 1 accident or damage reported,Yes,29900.0,6,6.0
